TICKET_CREATED_TS,TICKET_DETAIL,INCIDENT_ADDRESS,GEO_LONG,GEO_LAT,SERVICE_ITEM
2026-07-16T10:04:17Z,Road surface on Cuba Street near CBD has deteriorated badly and needs resurfacing,"Cuba Street, CBD, Wellington",174.79097,-41.3058,road and footpath maintence
2026-07-16T12:01:01Z,Residents on Cuba Street report low water pressure and a metallic taste from the mains supply,"Cuba Street, CBD, Wellington",174.79453,-41.3032,Drinking or Tap waterReport a fallen or dangerous tree
2026-07-16T12:18:54Z,"Requesting details of lease agreements for the council property on Makara Road, Karori","Makara Road, Karori, Wellington",174.71112,-41.25986,LGOIMA - Property
2026-07-16T12:19:48Z,Streetlight pole on Ottawa Road in Berhampore appears to be leaning after being clipped by a vehicle,"Ottawa Road, Berhampore, Wellington",174.75091,-41.25768,Berhampore
2026-07-16T15:08:59Z,Street sign on Ohiro Road near Pipitea has fallen over and is partially blocking the footpath,"Ohiro Road, Pipitea, Wellington",174.73899,-41.30418,Pipitea
2026-07-16T15:24:50Z,"Strong northerly gusts overnight have brought down fence panels and outdoor furniture on Childers Terrace, Kilbirnie","Childers Terrace, Kilbirnie, Wellington",174.78976,-41.32559,Weather event
2026-07-16T15:45:20Z,A pohutukawa tree on Hay Street has partially uprooted and is leaning dangerously toward the road,"Hay Street, Mount Victoria, Wellington",174.77602,-41.29115,Drinking or Tap waterReport a fallen or dangerous tree
2026-07-16T16:25:34Z,"Heavy overnight rain has caused stormwater to back up on Oriental Parade, Oriental Bay, water is pooling across the road","Oriental Parade, Oriental Bay, Wellington",174.78152,-41.30301,flooding
2026-07-16T17:03:48Z,Streetlight pole on Pipitea Street in Berhampore appears to be leaning after being clipped by a vehicle,"Pipitea Street, Berhampore, Wellington",174.77049,-41.26828,Berhampore
2026-07-16T17:04:18Z,Rubbish has been left scattered across the Ngaio reserve after the weekend,"Bendall Avenue, Ngaio, Wellington",174.76614,-41.22378,Park or reserve
2026-07-16T17:04:34Z,"Loose soil and rocks have come down onto Oriental Parade near Oriental Bay, blocking one lane following the earlier flooding","Oriental Parade, Oriental Bay, Wellington",174.78142,-41.30285,Slips
2026-07-16T17:16:09Z,"Retaining wall next to Willis Street has partially collapsed, spilling debris onto the road","Willis Street, CBD, Wellington",174.78791,-41.28048,Slips
2026-07-16T18:20:44Z,Overflowing rubbish bin at the Brooklyn shops on Weld Street hasn't been emptied in over a week,"Weld Street, Brooklyn, Wellington",174.78029,-41.28004,Brooklyn
2026-07-16T18:41:55Z,"Water temperature at the Kelburn pool has been unusually cold for several days, swimmers have complained","Glasgow Street, Kelburn, Wellington",174.75192,-41.30705,Pools and Recreation Centres
2026-07-16T21:01:25Z,Tap water on Tasman Street in Mount Cook has a strong chlorine smell and cloudy appearance since this morning,"Tasman Street, Mount Cook, Wellington",174.78667,-41.3063,Drinking or Tap waterReport a fallen or dangerous tree
2026-07-16T21:13:42Z,"E-scooters have been left blocking the accessible ramp outside Medway Street, Island Bay for several days","Medway Street, Island Bay, Wellington",174.77375,-41.35089,Inquiry for a Micro-mobility Officer
2026-07-16T21:43:36Z,Large tree branch on Rongotai Road near Kilbirnie shops is hanging precariously over the footpath after recent wind,"Rongotai Road, Kilbirnie, Wellington",174.79335,-41.30539,Drinking or Tap waterReport a fallen or dangerous tree
2026-07-16T22:14:22Z,"Footpath slabs on Rongotai Road, Kilbirnie have cracked and lifted, creating a tripping hazard","Rongotai Road, Kilbirnie, Wellington",174.80458,-41.33782,road and footpath maintence
2026-07-16T23:33:26Z,"Requesting copies of maintenance records for the council-owned property on Wakefield Park Terrace, Berhampore under the Official Information Act","Wakefield Park Terrace, Berhampore, Wellington",174.76625,-41.33241,LGOIMA - Property
2026-07-17T00:25:09Z,Community garden fence at the Berhampore reserve on Queens Wharf has fallen down after recent winds,"Queens Wharf, Berhampore, Wellington",174.76262,-41.27401,Berhampore
2026-07-17T01:25:58Z,Changing room showers at the Ngaio recreation centre have no hot water this morning,"Ottawa Road, Ngaio, Wellington",174.76274,-41.23931,Pools and Recreation Centres
2026-07-17T02:31:13Z,"Deep pothole has formed on Croydon Street in Wilton, causing vehicles to swerve into oncoming traffic","Croydon Street, Wilton, Wellington",174.74855,-41.25617,road and footpath maintence
2026-07-17T03:46:32Z,Street sign on Croydon Street near Pipitea has fallen over and is partially blocking the footpath,"Croydon Street, Pipitea, Wellington",174.73553,-41.24222,Pipitea
2026-07-17T04:07:34Z,"Pool filtration system at the Wadestown aquatic centre appears to be malfunctioning, water looks cloudy","Wadestown Road, Wadestown, Wellington",174.78396,-41.28594,Pools and Recreation Centres
2026-07-17T04:53:09Z,Community garden fence at the Berhampore reserve on Makara Road has fallen down after recent winds,"Makara Road, Berhampore, Wellington",174.70507,-41.28322,Berhampore
2026-07-17T06:32:12Z,"Water temperature at the Oriental Bay pool has been unusually cold for several days, swimmers have complained","Grass Street, Oriental Bay, Wellington",174.8064,-41.30363,Pools and Recreation Centres
2026-07-17T06:54:07Z,Damaged fencing at Karori Cemetery needs urgent repair after recent storms,"Makara Road, Karori, Wellington",174.72335,-41.27956,Cemeteries
2026-07-17T07:25:41Z,Surface flooding on Karori Road near Karori is making the intersection impassable for small vehicles,"Karori Road, Karori, Wellington",174.71977,-41.2875,flooding
2026-07-17T07:52:41Z,Hillside slip on Karori Road in Karori has closed the footpath to pedestrians following the earlier flooding,"Karori Road, Karori, Wellington",174.72036,-41.28733,Slips
2026-07-17T09:20:29Z,"Overgrown hedge on Ottawa Road, Berhampore is blocking visibility at the intersection","Ottawa Road, Berhampore, Wellington",174.77413,-41.24294,Berhampore
2026-07-17T10:21:54Z,"Continuous rain has flooded the low section of Ottawa Road in Ngaio, water is rising rapidly","Ottawa Road, Ngaio, Wellington",174.76631,-41.24633,flooding
2026-07-17T10:58:54Z,"A pedestrian slipped on the muddy footpath outside Ottawa Road, Ngaio and injured their wrist following the earlier flooding","Ottawa Road, Ngaio, Wellington",174.76592,-41.2463,Slips
2026-07-17T11:23:56Z,"Continuous rain has flooded the low section of Lambton Quay in CBD, water is rising rapidly","Lambton Quay, CBD, Wellington",174.76743,-41.28791,flooding
2026-07-17T11:49:56Z,Hillside slip on Lambton Quay in CBD has closed the footpath to pedestrians following the earlier flooding,"Lambton Quay, CBD, Wellington",174.767,-41.28762,Slips
2026-07-17T12:45:53Z,Community garden fence at the Berhampore reserve on Upland Road has fallen down after recent winds,"Upland Road, Berhampore, Wellington",174.75032,-41.27855,Berhampore
2026-07-17T12:53:27Z,Changing room showers at the Mount Cook recreation centre have no hot water this morning,"Buckle Street, Mount Cook, Wellington",174.79399,-41.28279,Pools and Recreation Centres
2026-07-17T13:25:27Z,"Strong northerly gusts overnight have brought down fence panels and outdoor furniture on Bay Road, Kilbirnie","Bay Road, Kilbirnie, Wellington",174.79034,-41.30892,Weather event
2026-07-17T13:50:47Z,"New puppy owner on Makara Road, Karori is asking how to renew their dog registration online","Makara Road, Karori, Wellington",174.73494,-41.27407,Make a dog registration enquiry
2026-07-17T14:05:38Z,Rubbish has been left scattered across the Mount Cook reserve after the weekend,"Hankey Street, Mount Cook, Wellington",174.75905,-41.30249,Park or reserve
2026-07-17T15:29:13Z,Surface flooding on Karori Road near Karori is making the intersection impassable for small vehicles,"Karori Road, Karori, Wellington",174.70421,-41.29543,flooding
2026-07-17T16:14:13Z,"A nearby stream has burst its banks near Curtis Street, Kelburn, flooding the road and adjoining properties","Curtis Street, Kelburn, Wellington",174.7606,-41.29478,flooding
2026-07-17T16:45:13Z,"Retaining wall next to Curtis Street has partially collapsed, spilling debris onto the road following the earlier flooding","Curtis Street, Kelburn, Wellington",174.76091,-41.29493,Slips
2026-07-17T17:40:09Z,Streetlight outage reported along Weld Street in the Pipitea area,"Weld Street, Pipitea, Wellington",174.75251,-41.26128,Pipitea
2026-07-17T17:44:20Z,"A nearby stream has burst its banks near Karori Road, Karori, flooding the road and adjoining properties","Karori Road, Karori, Wellington",174.72974,-41.28344,flooding
2026-07-17T18:04:20Z,"A pedestrian slipped on the muddy footpath outside Karori Road, Karori and injured their wrist following the earlier flooding","Karori Road, Karori, Wellington",174.72958,-41.28379,Slips
2026-07-17T18:23:48Z,A headstone at Brooklyn Cemetery has toppled over near the main entrance,"Cleveland Street, Brooklyn, Wellington",174.77543,-41.28392,Cemeteries
2026-07-17T20:23:53Z,"New puppy owner on Hill Street, Thorndon is asking how to renew their dog registration online","Hill Street, Thorndon, Wellington",174.7628,-41.2581,Make a dog registration enquiry
2026-07-17T20:57:34Z,Overgrown grass and weeds are covering several plots at Mount Victoria Cemetery,"Majoribanks Street, Mount Victoria, Wellington",174.8025,-41.30199,Cemeteries
2026-07-17T21:22:33Z,Overgrown grass and weeds are covering several plots at Khandallah Cemetery,"Box Hill, Khandallah, Wellington",174.79332,-41.25286,Cemeteries
2026-07-17T22:31:09Z,"Bank alongside Thorndon Quay in Pipitea has slipped after heavy rain, covering part of the footpath with mud","Thorndon Quay, Pipitea, Wellington",174.76761,-41.27514,Slips
2026-07-17T22:59:15Z,"Requesting details of lease agreements for the council property on Cummings Park, Ngaio","Cummings Park, Ngaio, Wellington",174.77848,-41.2318,LGOIMA - Property
2026-07-17T23:05:10Z,"Faded and unclear road markings on Weld Street, Wadestown are causing confusion for drivers","Weld Street, Wadestown, Wellington",174.74627,-41.25161,road and footpath maintence
2026-07-18T00:37:30Z,A fallen branch is blocking the main path through Pipitea park,"Thorndon Quay, Pipitea, Wellington",174.76546,-41.25803,Park or reserve
2026-07-18T01:17:20Z,A headstone at Wilton Cemetery has toppled over near the main entrance,"Coppin Street, Wilton, Wellington",174.75301,-41.24943,Cemeteries
2026-07-18T01:36:41Z,"Storm damage reported to power lines near Majoribanks Street, Mount Victoria after last night's severe weather","Majoribanks Street, Mount Victoria, Wellington",174.80291,-41.28514,Weather event
2026-07-18T02:30:36Z,"Strong northerly gusts overnight have brought down fence panels and outdoor furniture on Childers Terrace, Kilbirnie","Childers Terrace, Kilbirnie, Wellington",174.77637,-41.31158,Weather event
2026-07-18T02:49:11Z,"Water temperature at the Thorndon pool has been unusually cold for several days, swimmers have complained","Thorndon Quay, Thorndon, Wellington",174.78608,-41.25463,Pools and Recreation Centres
2026-07-18T03:27:35Z,"Water temperature at the Ngaio pool has been unusually cold for several days, swimmers have complained","Ottawa Road, Ngaio, Wellington",174.75361,-41.25315,Pools and Recreation Centres
2026-07-18T04:28:57Z,Streetlight outage reported along Broadway in the Pipitea area,"Broadway, Pipitea, Wellington",174.83038,-41.33355,Pipitea
2026-07-18T04:52:31Z,Street sign on Cummings Park near Pipitea has fallen over and is partially blocking the footpath,"Cummings Park, Pipitea, Wellington",174.77569,-41.24557,Pipitea
2026-07-18T05:06:47Z,"Heavy overnight rain has caused stormwater to back up on Beauchamp Street, Karori, water is pooling across the road","Beauchamp Street, Karori, Wellington",174.72328,-41.28629,flooding
2026-07-18T05:47:36Z,"Loose soil and rocks have come down onto Epuni Street near Aro Valley, blocking one lane","Epuni Street, Aro Valley, Wellington",174.75779,-41.2774,Slips
2026-07-18T06:47:17Z,"Group of e-bike riders have been performing dangerous manoeuvres near Kelburn Parade, Kelburn","Kelburn Parade, Kelburn, Wellington",174.77245,-41.26999,Riding Behaviour
2026-07-18T07:31:13Z,Road surface on Molesworth Street near Pipitea has deteriorated badly and needs resurfacing,"Molesworth Street, Pipitea, Wellington",174.76404,-41.27077,road and footpath maintence
2026-07-18T07:51:53Z,"Formal LGOIMA request for information on rates valuations for the property on Ganges Road, Khandallah","Ganges Road, Khandallah, Wellington",174.76837,-41.23939,LGOIMA - Property
2026-07-18T08:49:00Z,"New puppy owner on Riddiford Street, Newtown is asking how to renew their dog registration online","Riddiford Street, Newtown, Wellington",174.78437,-41.31396,Make a dog registration enquiry
2026-07-18T09:14:50Z,"A pedestrian slipped on the muddy footpath outside Pitt Street, Wadestown and injured their wrist","Pitt Street, Wadestown, Wellington",174.74614,-41.2627,Slips
2026-07-18T10:26:48Z,Tap water on Box Hill in Khandallah has a strong chlorine smell and cloudy appearance since this morning,"Box Hill, Khandallah, Wellington",174.77734,-41.24103,Drinking or Tap waterReport a fallen or dangerous tree
2026-07-18T11:12:28Z,Dead tree limb overhanging Curtis Street in Kelburn looks close to falling onto parked cars,"Curtis Street, Kelburn, Wellington",174.75908,-41.3046,Drinking or Tap waterReport a fallen or dangerous tree
2026-07-18T11:58:29Z,"Flying debris from the storm has broken several windows on Pitt Street, Wadestown","Pitt Street, Wadestown, Wellington",174.7527,-41.27879,Weather event
2026-07-18T12:54:54Z,A fallen branch is blocking the main path through Kilbirnie park,"Rongotai Road, Kilbirnie, Wellington",174.78448,-41.30871,Park or reserve
2026-07-18T13:00:42Z,"Flying debris from the storm has broken several windows on Buckle Street, Mount Cook","Buckle Street, Mount Cook, Wellington",174.7674,-41.27947,Weather event
2026-07-18T13:52:44Z,Road surface on Epuni Street near Aro Valley has deteriorated badly and needs resurfacing,"Epuni Street, Aro Valley, Wellington",174.75952,-41.30329,road and footpath maintence
2026-07-18T14:54:41Z,"Water temperature at the Pipitea pool has been unusually cold for several days, swimmers have complained","Thorndon Quay, Pipitea, Wellington",174.79045,-41.26684,Pools and Recreation Centres
2026-07-18T17:44:22Z,"Faded and unclear road markings on Ottawa Road, Ngaio are causing confusion for drivers","Ottawa Road, Ngaio, Wellington",174.76951,-41.26026,road and footpath maintence
2026-07-18T18:31:37Z,Streetlight pole on Grass Street in Berhampore appears to be leaning after being clipped by a vehicle,"Grass Street, Berhampore, Wellington",174.79729,-41.30194,Berhampore
2026-07-18T18:39:01Z,"Abandoned e-scooter has been left in the middle of the footpath on Cummings Park, Ngaio","Cummings Park, Ngaio, Wellington",174.75152,-41.26061,Inquiry for a Micro-mobility Officer
2026-07-18T19:40:33Z,A fallen branch is blocking the main path through Karori park,"Beauchamp Street, Karori, Wellington",174.70708,-41.27208,Park or reserve
2026-07-18T19:52:21Z,Streetlight pole on Coppin Street in Berhampore appears to be leaning after being clipped by a vehicle,"Coppin Street, Berhampore, Wellington",174.73017,-41.26544,Berhampore
2026-07-18T21:25:47Z,Community garden fence at the Berhampore reserve on Wilton Road has fallen down after recent winds,"Wilton Road, Berhampore, Wellington",174.75791,-41.25302,Berhampore
2026-07-18T21:42:06Z,"Faded and unclear road markings on Ottawa Road, Ngaio are causing confusion for drivers","Ottawa Road, Ngaio, Wellington",174.75348,-41.24485,road and footpath maintence
2026-07-18T21:43:34Z,"Storm damage reported to power lines near Thorndon Quay, Thorndon after last night's severe weather","Thorndon Quay, Thorndon, Wellington",174.78271,-41.27916,Weather event
2026-07-18T22:13:48Z,Resident on Medway Street wants to register a newly adopted rescue dog and is asking about requirements,"Medway Street, Island Bay, Wellington",174.78689,-41.32989,Make a dog registration enquiry
2026-07-18T22:22:38Z,Rubbish has been left scattered across the Khandallah reserve after the weekend,"Box Hill, Khandallah, Wellington",174.77529,-41.25016,Park or reserve
2026-07-18T23:08:58Z,Changing room showers at the CBD recreation centre have no hot water this morning,"Lambton Quay, CBD, Wellington",174.79049,-41.28348,Pools and Recreation Centres
2026-07-19T00:25:18Z,"Strong northerly gusts overnight have brought down fence panels and outdoor furniture on Waterfront Promenade, Waterfront","Waterfront Promenade, Waterfront, Wellington",174.78588,-41.278,Weather event
2026-07-19T00:31:42Z,"Overgrown hedge on Donald Street, Berhampore is blocking visibility at the intersection","Donald Street, Berhampore, Wellington",174.73566,-41.28878,Berhampore
2026-07-19T01:21:19Z,"Overgrown hedge on Aro Street, Berhampore is blocking visibility at the intersection","Aro Street, Berhampore, Wellington",174.78961,-41.27826,Berhampore
2026-07-19T02:01:35Z,"Discoloured tap water has been reported by multiple households along Evans Bay Parade, Kilbirnie","Evans Bay Parade, Kilbirnie, Wellington",174.80289,-41.32051,Drinking or Tap waterReport a fallen or dangerous tree
2026-07-19T03:45:37Z,Tap water on Karori Road in Karori has a strong chlorine smell and cloudy appearance since this morning,"Karori Road, Karori, Wellington",174.72556,-41.2689,Drinking or Tap waterReport a fallen or dangerous tree
2026-07-19T05:01:13Z,"Faded and unclear road markings on Britomart Street, Berhampore are causing confusion for drivers","Britomart Street, Berhampore, Wellington",174.767,-41.33581,road and footpath maintence
2026-07-19T06:28:21Z,"Continuous rain has flooded the low section of Oriental Parade in Oriental Bay, water is rising rapidly","Oriental Parade, Oriental Bay, Wellington",174.78281,-41.29094,flooding
2026-07-19T06:55:21Z,"Bank alongside Oriental Parade in Oriental Bay has slipped after heavy rain, covering part of the footpath with mud following the earlier flooding","Oriental Parade, Oriental Bay, Wellington",174.78277,-41.29049,Slips
2026-07-19T08:14:35Z,Streetlight pole on Rongotai Road in Berhampore appears to be leaning after being clipped by a vehicle,"Rongotai Road, Berhampore, Wellington",174.7899,-41.30992,Berhampore
2026-07-19T08:51:35Z,"Faded and unclear road markings on Aro Street, Aro Valley are causing confusion for drivers","Aro Street, Aro Valley, Wellington",174.77951,-41.30354,road and footpath maintence
2026-07-19T09:45:09Z,"Loose soil and rocks have come down onto Roxburgh Street near Oriental Bay, blocking one lane","Roxburgh Street, Oriental Bay, Wellington",174.78989,-41.28621,Slips
2026-07-19T11:53:08Z,"Footpath slabs on Manners Street, CBD have cracked and lifted, creating a tripping hazard","Manners Street, CBD, Wellington",174.78978,-41.29348,road and footpath maintence
2026-07-19T12:25:29Z,"Deep pothole has formed on Wakefield Park Terrace in Berhampore, causing vehicles to swerve into oncoming traffic","Wakefield Park Terrace, Berhampore, Wellington",174.78785,-41.32915,road and footpath maintence
2026-07-19T13:22:46Z,"Storm damage reported to power lines near Fife Street, Khandallah after last night's severe weather","Fife Street, Khandallah, Wellington",174.76583,-41.25138,Weather event
2026-07-19T13:29:36Z,Streetlight pole on The Parade in Berhampore appears to be leaning after being clipped by a vehicle,"The Parade, Berhampore, Wellington",174.75529,-41.33211,Berhampore
2026-07-19T13:35:17Z,"Heavy overnight rain has caused stormwater to back up on Donald Street, Karori, water is pooling across the road","Donald Street, Karori, Wellington",174.71598,-41.27856,flooding
2026-07-19T13:58:17Z,Hillside slip on Donald Street in Karori has closed the footpath to pedestrians following the earlier flooding,"Donald Street, Karori, Wellington",174.71638,-41.27869,Slips
2026-07-19T14:33:26Z,"New puppy owner on Thorndon Quay, Thorndon is asking how to renew their dog registration online","Thorndon Quay, Thorndon, Wellington",174.77018,-41.26292,Make a dog registration enquiry
2026-07-19T15:06:26Z,"Water temperature at the Khandallah pool has been unusually cold for several days, swimmers have complained","Ganges Road, Khandallah, Wellington",174.79207,-41.26939,Pools and Recreation Centres
2026-07-19T15:23:35Z,Overflowing rubbish bin at the Brooklyn shops on Ottawa Road hasn't been emptied in over a week,"Ottawa Road, Brooklyn, Wellington",174.7714,-41.25145,Brooklyn
2026-07-19T15:36:30Z,"E-scooter riders are ignoring the dismount zone outside Thorndon Quay, Thorndon, causing near misses","Thorndon Quay, Thorndon, Wellington",174.78975,-41.25931,Riding Behaviour
2026-07-19T15:52:21Z,"Storm damage reported to power lines near Constable Street, Newtown after last night's severe weather","Constable Street, Newtown, Wellington",174.77861,-41.29722,Weather event
2026-07-19T16:28:09Z,Street sign on Wadestown Road near Pipitea has fallen over and is partially blocking the footpath,"Wadestown Road, Pipitea, Wellington",174.77132,-41.2866,Pipitea
2026-07-19T16:52:52Z,"Flying debris from the storm has broken several windows on Tinakori Road, Thorndon","Tinakori Road, Thorndon, Wellington",174.79263,-41.26441,Weather event
2026-07-19T18:27:21Z,A headstone at Wadestown Cemetery has toppled over near the main entrance,"Pitt Street, Wadestown, Wellington",174.77841,-41.28328,Cemeteries
2026-07-19T19:16:04Z,Loose paving stones on Cummings Park near Pipitea have become uneven and are creating a trip hazard,"Cummings Park, Pipitea, Wellington",174.75673,-41.25575,Pipitea
2026-07-19T19:52:33Z,"Overgrown hedge on Buckle Street, Berhampore is blocking visibility at the intersection","Buckle Street, Berhampore, Wellington",174.76056,-41.29088,Berhampore
2026-07-19T20:32:36Z,Resident on Bendall Avenue has lost their dog registration tag and needs a replacement,"Bendall Avenue, Ngaio, Wellington",174.75447,-41.25087,Make a dog registration enquiry
2026-07-19T21:18:56Z,Gym equipment at the Khandallah recreation centre has been out of order for over a week,"Box Hill, Khandallah, Wellington",174.79665,-41.27093,Pools and Recreation Centres
2026-07-19T23:39:14Z,"Heavy overnight rain has caused stormwater to back up on Box Hill, Khandallah, water is pooling across the road","Box Hill, Khandallah, Wellington",174.7864,-41.26326,flooding
2026-07-19T23:44:27Z,"Continuous rain has flooded the low section of Waterfront Promenade in Waterfront, water is rising rapidly","Waterfront Promenade, Waterfront, Wellington",174.77119,-41.28691,flooding
2026-07-20T00:00:27Z,"Retaining wall next to Waterfront Promenade has partially collapsed, spilling debris onto the road following the earlier flooding","Waterfront Promenade, Waterfront, Wellington",174.77071,-41.28699,Slips
2026-07-20T00:52:05Z,Street sign on Wakefield Park Terrace near Pipitea has fallen over and is partially blocking the footpath,"Wakefield Park Terrace, Pipitea, Wellington",174.76669,-41.30969,Pipitea
2026-07-20T01:32:57Z,Tap water on Hankey Street in Mount Cook has a strong chlorine smell and cloudy appearance since this morning,"Hankey Street, Mount Cook, Wellington",174.76801,-41.28966,Drinking or Tap waterReport a fallen or dangerous tree
2026-07-20T03:06:07Z,"Overgrown hedge on Beauchamp Street, Berhampore is blocking visibility at the intersection","Beauchamp Street, Berhampore, Wellington",174.70885,-41.2952,Berhampore
2026-07-20T04:00:53Z,"Playground equipment at the CBD reserve has a broken swing seat, posing a safety risk","Cuba Street, CBD, Wellington",174.79397,-41.27116,Park or reserve
2026-07-20T04:01:21Z,"Loose soil and rocks have come down onto Wadestown Road near Wadestown, blocking one lane","Wadestown Road, Wadestown, Wellington",174.74842,-41.26032,Slips
2026-07-20T05:57:45Z,Tap water on Kelburn Parade in Kelburn has a strong chlorine smell and cloudy appearance since this morning,"Kelburn Parade, Kelburn, Wellington",174.76392,-41.28487,Drinking or Tap waterReport a fallen or dangerous tree
2026-07-20T07:03:09Z,"Playground equipment at the Aro Valley reserve has a broken swing seat, posing a safety risk","Devon Street, Aro Valley, Wellington",174.78446,-41.2895,Park or reserve
2026-07-20T08:37:34Z,Street sign on Devon Street near Pipitea has fallen over and is partially blocking the footpath,"Devon Street, Pipitea, Wellington",174.75314,-41.30111,Pipitea
2026-07-20T09:08:26Z,"A nearby stream has burst its banks near Thorndon Quay, Pipitea, flooding the road and adjoining properties","Thorndon Quay, Pipitea, Wellington",174.781,-41.27011,flooding
2026-07-20T09:46:26Z,"Loose soil and rocks have come down onto Thorndon Quay near Pipitea, blocking one lane following the earlier flooding","Thorndon Quay, Pipitea, Wellington",174.78148,-41.27017,Slips
2026-07-20T11:34:56Z,"Heavy overnight rain has caused stormwater to back up on Ellice Street, Mount Victoria, water is pooling across the road","Ellice Street, Mount Victoria, Wellington",174.7766,-41.30052,flooding
2026-07-20T12:34:09Z,"Abandoned e-scooter has been left in the middle of the footpath on Hankey Street, Mount Cook","Hankey Street, Mount Cook, Wellington",174.75905,-41.30517,Inquiry for a Micro-mobility Officer
2026-07-20T13:05:52Z,Resident on Wilton Road has lost their dog registration tag and needs a replacement,"Wilton Road, Wilton, Wellington",174.74102,-41.23125,Make a dog registration enquiry
2026-07-20T14:20:11Z,"Storm damage reported to power lines near Jervois Quay, Waterfront after last night's severe weather","Jervois Quay, Waterfront, Wellington",174.78063,-41.27027,Weather event
2026-07-20T14:32:51Z,"Strong northerly gusts overnight have brought down fence panels and outdoor furniture on Queens Wharf, Waterfront","Queens Wharf, Waterfront, Wellington",174.77912,-41.28061,Weather event
2026-07-20T14:56:00Z,"Heavy overnight rain has caused stormwater to back up on Ganges Road, Khandallah, water is pooling across the road","Ganges Road, Khandallah, Wellington",174.79782,-41.25268,flooding
2026-07-20T15:11:00Z,"Retaining wall next to Ganges Road has partially collapsed, spilling debris onto the road following the earlier flooding","Ganges Road, Khandallah, Wellington",174.79799,-41.25312,Slips
2026-07-20T16:39:12Z,Resident on Pitt Street has lost their dog registration tag and needs a replacement,"Pitt Street, Wadestown, Wellington",174.75834,-41.27315,Make a dog registration enquiry
2026-07-20T17:20:10Z,"Cyclists have been riding at high speed through the pedestrian section near Karori Road, Karori","Karori Road, Karori, Wellington",174.73542,-41.28743,Riding Behaviour
2026-07-20T17:34:38Z,Large tree branch on Britomart Street near Berhampore shops is hanging precariously over the footpath after recent wind,"Britomart Street, Berhampore, Wellington",174.7776,-41.3216,Drinking or Tap waterReport a fallen or dangerous tree
2026-07-20T20:11:51Z,"Playground equipment at the Khandallah reserve has a broken swing seat, posing a safety risk","Fife Street, Khandallah, Wellington",174.77958,-41.26104,Park or reserve
2026-07-20T21:30:11Z,Group of e-bike riders have been performing wheelies dangerously close to pedestrians on Cummings Park,"Cummings Park, Ngaio, Wellington",174.78481,-41.2421,Inquiry for a Micro-mobility Officer
2026-07-20T21:49:55Z,Damaged fencing at Mount Cook Cemetery needs urgent repair after recent storms,"Tasman Street, Mount Cook, Wellington",174.79107,-41.31582,Cemeteries
2026-07-20T22:32:26Z,Changing room showers at the Mount Cook recreation centre have no hot water this morning,"Tasman Street, Mount Cook, Wellington",174.75703,-41.27981,Pools and Recreation Centres
2026-07-20T22:38:24Z,Resident on Upland Road has lost their dog registration tag and needs a replacement,"Upland Road, Kelburn, Wellington",174.77702,-41.30446,Make a dog registration enquiry
2026-07-20T22:38:56Z,Resident on Molesworth Street has lost their dog registration tag and needs a replacement,"Molesworth Street, Pipitea, Wellington",174.79465,-41.29493,Make a dog registration enquiry
2026-07-20T23:40:05Z,Loose paving stones on Harbour View Road near Pipitea have become uneven and are creating a trip hazard,"Harbour View Road, Pipitea, Wellington",174.77146,-41.32198,Pipitea
2026-07-21T00:05:02Z,Tap water on The Parade in Island Bay has a strong chlorine smell and cloudy appearance since this morning,"The Parade, Island Bay, Wellington",174.76776,-41.34284,Drinking or Tap waterReport a fallen or dangerous tree
2026-07-21T01:03:25Z,Changing room showers at the Wadestown recreation centre have no hot water this morning,"Wadestown Road, Wadestown, Wellington",174.74985,-41.27946,Pools and Recreation Centres
2026-07-21T02:25:59Z,Damaged fencing at Khandallah Cemetery needs urgent repair after recent storms,"Ganges Road, Khandallah, Wellington",174.76904,-41.27168,Cemeteries
2026-07-21T02:56:44Z,"Faded and unclear road markings on Weld Street, Wadestown are causing confusion for drivers","Weld Street, Wadestown, Wellington",174.76253,-41.28319,road and footpath maintence
2026-07-21T03:04:27Z,"Deep pothole has formed on Holloway Road in Aro Valley, causing vehicles to swerve into oncoming traffic","Holloway Road, Aro Valley, Wellington",174.7858,-41.31013,road and footpath maintence
2026-07-21T03:06:13Z,"Footpath slabs on Cummings Park, Ngaio have cracked and lifted, creating a tripping hazard","Cummings Park, Ngaio, Wellington",174.78573,-41.26193,road and footpath maintence
2026-07-21T05:05:11Z,A fallen branch is blocking the main path through Waterfront park,"Waterfront Promenade, Waterfront, Wellington",174.77737,-41.29483,Park or reserve
2026-07-21T05:50:01Z,A fallen branch is blocking the main path through Oriental Bay park,"Grass Street, Oriental Bay, Wellington",174.77385,-41.27961,Park or reserve
2026-07-21T05:55:22Z,Streetlight outage reported along Reef Street in the Pipitea area,"Reef Street, Pipitea, Wellington",174.77172,-41.31891,Pipitea
2026-07-21T06:14:20Z,Changing room showers at the Newtown recreation centre have no hot water this morning,"Adelaide Road, Newtown, Wellington",174.79357,-41.31053,Pools and Recreation Centres
2026-07-21T06:49:56Z,Damaged fencing at Island Bay Cemetery needs urgent repair after recent storms,"Medway Street, Island Bay, Wellington",174.78295,-41.33348,Cemeteries
2026-07-21T07:01:35Z,Hail and gale-force wind have damaged shopfront awnings along Holloway Road in Aro Valley,"Holloway Road, Aro Valley, Wellington",174.77955,-41.30512,Weather event
